off_long,off_lat,pop_up
116.455,39.903,1
116.455,39.914,1
116.455,39.92,2
116.455,39.925,2
116.455,39.941,4
116.455,39.943,2
116.455,39.945,4
116.455,39.955,1
116.456,39.906,10
116.456,39.91,5
116.456,39.911,2
116.456,39.995,1
116.457,39.883,73
116.457,39.917,6
116.457,40.019,12
116.458,39.906,11
116.458,39.907,55
116.458,39.949,5
116.458,39.987,3
116.459,40.003,1
116.46,40.0,1
116.461,39.87,6
116.461,39.872,29
116.461,39.878,44
116.461,39.882,3
116.461,39.922,1
116.461,40.012,10
116.462,39.859,3
116.462,39.87,33
116.462,39.922,7
116.462,39.989,4
116.462,40.234,4
116.463,39.874,10
116.463,39.883,8
116.463,39.907,30
116.463,39.916,4
116.463,39.92,6
116.464,39.907,15
116.464,39.983,1
116.465,39.998,7
116.466,39.416,2
116.466,39.806,1
116.466,39.857,2
116.466,39.922,8
116.466,39.947,12
116.466,40.006,8
116.466,40.009,1
116.467,39.883,6
116.467,39.951,6
116.467,39.965,2
116.467,39.983,8
116.467,40.003,9
116.467,40.109,1
116.468,39.87,36
116.468,39.921,4
116.468,39.939,28
116.468,39.942,12
116.468,39.943,10
116.469,39.874,5
116.469,39.907,19
116.47,39.854,1
116.47,39.907,29
116.47,39.977,1
116.47,39.986,6
116.471,39.864,2
116.471,39.867,24
116.471,39.873,7
116.471,39.876,23
116.471,39.879,1
116.471,39.88,6
116.471,39.885,34
116.471,39.889,12
116.471,39.894,7
116.471,39.895,23
116.471,39.904,15
116.471,39.905,13
116.471,39.909,20
116.471,39.911,41
116.471,39.916,43
116.471,39.92,34
116.471,39.932,25
116.472,39.916,18
116.472,39.919,3
116.472,39.928,46
116.472,39.929,13
116.473,39.8,8
116.473,39.899,18
116.473,39.921,9
116.473,39.927,5
116.474,39.414,2
116.474,39.794,2
116.474,39.87,2
116.474,39.891,33
116.474,39.906,5
116.474,39.971,2
116.474,39.977,1
116.475,39.868,8
116.475,39.878,2
116.476,39.792,2
116.476,40.237,4
116.477,39.866,11
116.477,39.899,16
116.477,39.921,12
116.477,39.932,6
116.478,39.87,1
116.478,39.926,1
116.478,39.955,1
116.479,39.793,1
116.479,39.875,1
116.479,39.891,9
116.479,39.914,13
116.479,39.976,2
116.48,39.869,5
116.481,40.005,1
116.482,39.957,2
116.483,39.912,13
116.483,39.933,1
116.483,39.939,1
116.483,39.944,1
116.483,39.966,3
116.483,39.981,2
116.483,39.984,2
116.483,39.985,1
116.483,39.988,1
116.483,39.989,2
116.483,40.237,3
116.484,39.899,4
116.485,39.952,5
116.486,39.791,1
116.486,39.891,15
116.486,39.914,2
116.486,39.932,2
116.487,39.317,1
116.487,39.347,1
116.487,39.96,4
116.487,40.236,6
116.488,39.314,1
116.488,39.327,1
116.488,39.69,3
116.488,39.914,1
116.488,39.921,2
116.488,39.962,1
116.489,39.789,3
116.489,39.906,3
116.489,40.214,1
116.49,39.892,2
116.49,39.905,7
116.49,39.906,6
116.49,40.208,3
116.491,39.899,1
116.491,39.905,4
116.491,39.914,16
116.492,39.316,2
116.492,39.907,3
116.492,39.914,2
116.492,39.921,5
116.492,39.934,2
116.492,39.957,1
116.493,39.953,3
116.494,39.325,1
116.494,39.934,2
116.495,39.682,1
116.495,39.892,11
116.495,39.899,5
116.495,39.923,1
116.495,39.925,1
116.495,39.926,1
116.495,39.929,3
116.495,39.931,1
116.496,39.875,4
116.496,39.896,4
116.497,39.874,2
116.497,39.914,5
116.498,39.921,7
116.498,39.935,3
116.499,39.999,4
116.5,39.914,4
116.5,40.005,7
116.502,39.872,31
116.502,39.906,11
116.503,39.891,20
116.506,40.01,9
116.507,39.675,1
116.507,39.791,1
116.507,39.866,2
116.507,39.891,7
116.508,39.922,6
116.509,39.906,21
116.509,39.938,3
116.51,39.788,2
116.51,40.0,1
116.511,39.773,4
116.512,39.917,1
116.512,39.939,1
116.513,39.891,8
116.514,39.915,1
116.514,39.924,4
116.515,39.868,2
116.515,40.021,1
116.516,40.022,1
116.516,40.04,1
116.518,39.776,1
116.518,39.94,1
116.519,39.854,10
116.519,39.94,9
116.521,39.999,3
116.523,39.341,2
116.524,39.915,1
116.524,39.997,4
116.525,39.907,14
116.526,39.908,6
116.526,39.94,5
116.526,40.038,2
116.527,39.849,1
116.527,39.85,2
116.528,39.915,8
116.528,40.209,3
116.529,39.84,10
116.532,40.049,1
116.536,39.349,1
116.536,39.934,1
116.536,39.94,3
116.536,40.208,1
116.537,39.868,13
116.537,39.924,1
116.537,39.939,1
116.538,39.939,11
116.539,39.668,2
116.539,39.739,7
116.539,39.746,12
116.539,39.753,3
116.539,39.754,2
116.539,39.914,6
116.541,39.914,4
116.541,39.944,10
116.541,39.952,3
116.541,39.958,12
116.541,39.963,1
116.544,39.84,1
116.544,39.94,1
116.545,39.736,2
116.546,39.908,27
116.546,39.964,7
116.547,39.907,5
116.548,39.871,12
116.549,39.964,13
116.55,39.867,5
116.55,39.914,2
116.551,39.729,3
116.551,40.082,1
116.552,40.02,2
116.552,40.086,1
116.553,39.663,4
116.553,39.939,4
116.554,39.963,2
116.555,39.914,1
116.558,39.914,2
116.558,39.963,1
116.558,40.007,9
116.559,39.661,1
116.559,40.003,14
116.559,40.113,1
116.561,40.208,2
116.562,39.802,1
116.563,39.731,4
116.563,39.988,4
116.564,39.976,1
116.565,39.881,2
116.566,39.888,2
116.566,39.968,1
116.567,39.913,2
116.568,39.656,1
116.568,39.908,2
116.569,39.908,8
116.569,39.909,3
116.569,39.958,29
116.57,39.893,2
116.571,39.9,6
116.571,39.909,24
116.572,39.956,27
116.573,39.682,2
116.573,39.874,4
116.574,39.662,4
116.574,39.689,1
116.574,39.7,1
116.575,39.655,2
116.575,39.912,10
116.575,39.913,1
116.576,39.928,3
116.578,39.892,3
116.578,39.954,5
116.578,39.956,3
116.581,39.892,1
116.582,39.908,23
116.582,39.911,3
116.583,39.925,7
116.583,39.93,14
116.584,39.892,4
116.584,39.917,13
116.584,39.919,2
116.584,39.922,4
116.585,39.908,7
116.585,39.913,9
116.585,40.21,1
116.586,39.653,1
116.586,39.849,1
116.586,39.924,14
116.588,39.837,1
116.589,39.91,3
116.59,39.908,5
116.592,39.575,3
116.592,39.89,3
116.593,39.577,3
116.593,39.885,15
116.594,39.887,6
116.594,39.906,21
116.595,39.882,5
116.595,39.886,39
116.595,39.889,32
116.595,39.902,13
116.596,39.897,2
116.597,39.585,1
116.597,40.211,1
116.598,39.924,1
116.599,39.908,16
116.6,39.89,54
116.601,39.576,5
116.602,39.59,3
116.602,39.92,7
116.603,39.878,3
116.603,39.885,1
116.603,39.923,3
116.604,39.601,4
116.605,39.921,4
116.607,39.871,5
116.608,39.923,1
116.609,39.613,7
116.609,39.877,2
116.611,39.905,5
116.613,39.618,2
116.613,39.652,6
116.613,39.875,6
116.613,40.21,1
116.615,39.577,15
116.615,39.929,1
116.616,39.647,2
116.616,39.905,26
116.619,39.628,1
116.619,39.653,1
116.619,39.905,3
116.621,40.21,1
116.623,39.971,1
116.624,40.332,1
116.625,39.897,20
116.625,39.9,9
116.625,39.903,41
116.626,39.892,20
116.627,40.334,2
116.628,39.655,4
116.628,39.891,36
116.629,39.905,80
116.629,40.21,1
116.63,39.653,2
116.631,39.903,2
116.631,39.925,2
116.632,39.904,1
116.632,40.331,1
116.633,39.891,104
116.633,39.9,2
116.633,39.904,16
116.634,40.131,1
116.634,40.21,1
116.635,40.127,2
116.637,40.136,11
116.639,39.905,8
116.641,39.892,14
116.643,40.136,1
116.645,39.899,1
116.647,39.89,11
116.649,39.906,6
116.65,39.899,8
116.65,40.123,1
116.65,40.127,1
116.65,40.134,1
116.65,40.137,1
116.65,40.14,1
116.65,40.149,1
116.65,40.21,5
116.651,39.889,2
116.652,39.65,2
116.652,39.899,3
116.652,39.938,2
116.653,39.906,6
116.653,40.174,2
116.653,40.176,1
116.653,40.184,1
116.654,39.888,16
116.654,39.906,30
116.654,40.209,5
116.655,39.899,9
116.658,40.121,3
116.659,39.907,33
116.66,39.884,24
116.66,39.898,7
116.662,40.115,2
116.664,40.127,1
116.666,39.656,1
116.666,40.114,1
116.667,39.885,15
116.667,39.929,2
116.667,39.938,3
116.668,39.899,16
116.67,39.656,6
116.67,39.9,1
116.671,39.907,54
116.671,39.908,24
116.672,39.874,1
116.672,39.885,19
116.672,39.899,10
116.673,39.889,4
116.673,39.891,10
116.675,39.894,1
116.675,40.119,2
116.678,39.893,1
116.678,39.911,1
116.678,39.938,1
116.678,39.944,2
116.679,39.912,19
116.679,39.952,12
116.68,39.87,1
116.68,39.891,21
116.68,40.118,3
116.683,39.913,54
116.685,39.891,7
116.688,39.915,16
116.69,39.891,4
116.69,39.952,1
116.693,39.906,1
116.694,39.916,11
116.694,40.131,3
116.694,40.132,2
116.695,39.955,2
116.696,39.908,1
116.697,39.917,4
116.701,39.865,2
116.705,39.864,3
116.709,39.962,129
116.709,40.132,1
116.71,40.132,3
116.712,39.908,3
116.712,39.962,95
116.713,39.915,1
116.713,39.954,68
116.714,39.862,2
116.715,39.948,67
116.717,39.943,30
116.719,40.132,4
116.72,39.86,9
116.721,40.132,2
116.724,39.942,26
116.725,39.859,1
116.725,39.909,3
116.725,39.94,67
116.728,39.909,7
116.728,39.913,6
116.728,39.928,91
116.728,39.934,57
116.729,39.921,62
116.73,39.911,11
116.736,39.856,1
116.741,40.134,3
116.743,39.852,4
116.745,39.896,1
116.753,40.102,1
116.754,39.846,2
116.76,39.881,2
116.763,39.842,7
116.764,39.879,1
116.771,39.833,2
116.772,39.808,1
116.773,39.819,5
116.776,39.799,4
116.779,39.79,2
116.781,39.874,1
116.783,39.785,3
116.788,39.779,2
116.791,39.776,9
116.798,39.768,6
116.806,39.764,3
116.81,39.942,3
116.813,39.844,1
116.816,39.763,10
116.82,39.943,1
116.822,39.762,3
116.826,39.943,2
116.831,39.758,5
116.835,39.811,1
116.859,39.946,2
116.892,39.95,1
116.905,39.952,2
116.916,39.933,1
116.93,39.913,1
116.95,39.905,1
116.972,39.883,1
116.978,39.965,1
116.979,39.891,1
116.981,39.884,2
116.982,39.887,1
117.044,39.978,1
117.057,39.973,2
117.069,39.981,1
