off_long,off_lat,pop_up
116.546,39.964,3
116.547,39.907,7
116.549,40.067,2
116.55,39.337,1
116.551,39.729,1
116.552,40.086,1
116.554,39.963,2
116.554,40.099,2
116.558,39.907,3
116.558,39.914,2
116.558,39.963,1
116.558,40.007,11
116.559,40.003,5
116.559,40.113,4
116.561,40.208,1
116.562,39.802,2
116.563,39.731,1
116.563,39.988,4
116.564,39.976,3
116.565,39.881,3
116.566,39.888,1
116.566,39.968,1
116.568,39.656,1
116.569,39.908,4
116.569,39.909,1
116.569,39.958,21
116.571,39.9,6
116.571,39.904,2
116.571,39.909,3
116.572,39.956,19
116.572,40.116,1
116.573,39.682,6
116.573,39.874,3
116.574,39.662,3
116.574,39.689,3
116.575,39.655,3
116.575,39.912,8
116.576,39.928,4
116.578,39.892,1
116.578,39.954,3
116.582,39.908,9
116.582,39.911,4
116.583,39.925,3
116.583,39.93,7
116.584,39.892,4
116.584,39.917,1
116.584,39.922,4
116.585,39.653,1
116.585,39.908,4
116.585,39.913,4
116.585,40.21,3
116.586,39.849,1
116.586,39.924,2
116.588,39.837,4
116.589,39.885,2
116.589,39.91,2
116.593,39.577,7
116.593,39.865,1
116.593,39.885,20
116.594,39.887,1
116.595,39.882,1
116.595,39.886,20
116.595,39.889,9
116.595,39.902,9
116.596,39.897,1
116.597,39.585,1
116.597,40.211,1
116.598,39.924,3
116.599,39.908,2
116.6,39.89,7
116.601,39.576,10
116.602,39.59,5
116.602,39.92,1
116.603,39.878,2
116.603,39.923,1
116.604,39.601,4
116.605,39.921,1
116.607,39.871,4
116.609,39.613,5
116.609,39.877,3
116.613,39.652,3
116.613,39.875,5
116.615,39.577,10
116.616,39.905,23
116.616,39.926,1
116.619,39.653,2
116.619,39.905,2
116.625,39.897,14
116.625,39.9,16
116.625,39.903,35
116.626,39.892,13
116.626,40.307,2
116.628,39.891,23
116.629,39.905,46
116.629,40.21,5
116.63,39.653,1
116.631,39.903,3
116.633,39.891,37
116.633,39.9,5
116.633,39.904,10
116.633,40.116,1
116.634,40.131,3
116.634,40.21,3
116.634,40.248,1
116.634,40.34,1
116.635,40.124,2
116.635,40.127,3
116.636,39.9,2
116.637,40.136,2
116.639,39.905,18
116.641,39.892,11
116.643,40.136,3
116.645,39.899,2
116.647,39.89,13
116.649,39.906,10
116.65,39.899,3
116.65,40.137,1
116.65,40.149,1
116.65,40.21,7
116.651,39.889,1
116.652,39.65,1
116.653,40.171,2
116.653,40.176,2
116.653,40.181,2
116.653,40.184,1
116.653,40.195,1
116.653,40.205,5
116.654,39.888,23
116.654,39.906,43
116.654,39.907,2
116.654,40.209,11
116.655,39.899,5
116.658,40.121,1
116.659,39.907,19
116.66,39.652,1
116.66,39.884,19
116.66,39.898,1
116.662,39.882,3
116.664,40.127,3
116.666,40.114,2
116.667,39.885,6
116.667,39.929,1
116.667,39.934,1
116.668,39.878,1
116.668,39.899,5
116.67,39.656,7
116.67,39.9,1
116.671,39.907,31
116.671,39.908,13
116.672,39.885,10
116.672,39.899,3
116.673,39.889,5
116.673,39.891,9
116.678,39.9,3
116.678,39.933,1
116.679,39.912,7
116.679,39.952,1
116.68,39.87,2
116.68,39.891,9
116.68,40.118,3
116.681,39.9,2
116.683,39.913,57
116.685,39.891,2
116.688,39.915,23
116.689,39.903,1
116.69,39.891,1
116.692,39.867,1
116.692,39.916,1
116.693,39.906,1
116.694,39.916,12
116.694,40.131,4
116.694,40.132,1
116.696,39.916,3
116.697,39.917,1
116.701,39.865,2
116.703,40.132,2
116.709,39.962,54
116.71,40.132,1
116.712,39.962,34
116.713,39.954,41
116.714,39.862,4
116.715,39.948,16
116.717,39.943,17
116.719,40.132,16
116.72,39.86,7
116.722,39.914,1
116.724,39.942,8
116.725,39.94,20
116.728,39.909,2
116.728,39.913,3
116.728,39.928,7
116.728,39.934,10
116.729,39.921,3
116.73,39.911,4
116.736,39.856,5
116.737,39.899,2
116.741,40.134,7
116.743,39.852,1
116.744,39.886,2
116.745,39.896,2
116.754,39.846,5
116.76,39.881,1
116.763,39.842,5
116.771,39.833,2
116.773,39.819,5
116.774,39.823,1
116.774,39.828,1
116.776,39.799,2
116.779,39.79,4
116.783,39.785,5
116.788,39.779,3
116.791,39.776,5
116.798,39.768,8
116.806,39.764,6
116.81,39.942,11
116.813,39.844,1
116.816,39.763,3
116.82,39.943,2
116.822,39.762,1
116.825,39.829,1
116.826,39.943,3
116.831,39.758,4
116.838,39.945,1
116.844,39.945,5
116.856,40.073,1
116.865,39.947,1
116.905,39.952,1
116.921,39.954,3
116.968,39.879,14
116.981,39.884,1
116.981,39.888,1
116.982,39.887,1
116.99,39.884,1
117.044,39.978,1
117.057,39.973,1
