off_long,off_lat,pop_up
116.347,39.963,8
116.347,39.981,15
116.347,39.989,8
116.347,40.211,2
116.348,39.87,2
116.348,39.955,7
116.349,39.713,2
116.349,39.717,4
116.349,39.72,1
116.349,39.866,20
116.349,39.882,13
116.349,39.888,2
116.349,39.934,6
116.349,39.943,1
116.349,39.949,14
116.349,39.951,4
116.35,39.736,1
116.35,39.902,2
116.35,39.909,1
116.35,39.924,5
116.35,39.946,3
116.35,39.975,29
116.351,39.868,2
116.351,39.882,3
116.351,39.903,2
116.351,39.999,1
116.351,40.016,1
116.352,39.876,3
116.352,39.888,2
116.352,39.906,354
116.352,39.956,1
116.352,39.966,2
116.352,39.98,6
116.353,39.852,2
116.353,39.878,3
116.353,39.881,12
116.353,39.975,18
116.353,39.992,1
116.354,39.829,2
116.354,39.844,3
116.354,39.852,16
116.355,39.868,3
116.355,39.898,2
116.356,39.844,2
116.356,39.867,5
116.356,39.868,14
116.356,39.876,5
116.356,39.882,3
116.357,39.872,4
116.357,39.899,11
116.358,39.836,1
116.358,39.872,1
116.358,39.888,4
116.358,39.898,1
116.358,39.906,18
116.358,39.993,2
116.358,39.997,2
116.358,40.053,22
116.358,40.06,1
116.358,40.219,2
116.359,39.811,1
116.359,39.966,6
116.359,39.973,4
116.36,39.82,1
116.36,39.868,5
116.36,39.992,9
116.361,39.844,5
116.361,39.868,1
116.361,39.946,2
116.361,39.966,70
116.361,39.975,1
116.361,40.062,9
116.362,39.877,2
116.362,39.882,3
116.362,39.975,6
116.363,39.869,20
116.363,39.974,6
116.363,40.224,3
116.364,39.832,3
116.364,39.836,1
116.364,39.888,22
116.364,39.906,2
116.364,39.97,14
116.365,39.898,3
116.365,40.033,1
116.366,39.849,2
116.366,39.869,4
116.366,39.932,8
116.366,39.966,1
116.366,40.0,6
116.367,39.91,2
116.367,39.918,7
116.367,39.92,1
116.367,39.926,6
116.368,39.889,15
116.368,39.893,9
116.368,39.896,5
116.368,39.904,14
116.368,39.975,20
116.368,40.06,7
116.369,39.868,6
116.369,39.882,1
116.369,39.922,1
116.369,39.993,6
116.37,39.855,1
116.37,39.864,4
116.37,39.866,1
116.37,39.877,5
116.371,39.671,2
116.371,39.741,1
116.371,39.898,11
116.372,39.78,1
116.372,39.789,1
116.372,39.83,3
116.372,39.835,7
116.372,39.849,10
116.372,39.888,63
116.372,39.906,107
116.372,39.921,1
116.372,40.0,7
116.373,39.831,2
116.373,39.846,3
116.373,39.882,5
116.373,39.898,2
116.373,40.226,2
116.374,39.72,2
116.374,39.975,7
116.374,39.993,4
116.374,39.996,8
116.375,39.869,4
116.375,39.888,57
116.375,39.977,3
116.375,40.0,7
116.375,40.065,1
116.376,39.703,1
116.376,39.713,1
116.376,39.855,27
116.376,39.87,20
116.376,39.95,1
116.376,39.986,1
116.376,40.061,1
116.377,39.877,13
116.377,39.882,8
116.377,39.967,12
116.377,40.0,5
116.378,39.653,1
116.378,39.887,22
116.378,39.892,18
116.378,39.897,9
116.378,39.975,42
116.378,40.062,1
116.379,39.83,4
116.38,39.85,2
116.38,39.854,5
116.38,39.932,4
116.381,39.75,2
116.381,39.855,10
116.381,39.873,1
116.382,39.805,2
116.382,39.906,23
116.382,39.986,1
116.383,39.882,5
116.383,39.921,2
116.383,39.967,5
116.384,39.932,2
116.386,39.855,8
116.386,39.885,4
116.386,39.95,1
116.386,39.975,88
116.386,40.229,2
116.387,39.855,15
116.387,39.882,1
116.387,39.899,2
116.387,39.906,124
116.388,39.871,2
116.388,39.885,7
116.388,39.961,1
116.388,39.965,4
116.388,39.972,5
116.389,39.806,3
116.389,39.881,3
116.389,39.922,12
116.39,39.93,28
116.39,39.933,5
116.39,39.936,7
116.391,39.879,4
116.392,39.883,3
116.392,39.884,13
116.393,39.86,1
116.393,39.863,14
116.393,39.88,5
116.393,39.923,22
116.394,39.831,3
116.394,39.847,1
116.394,39.859,14
116.394,39.872,28
116.394,39.876,45
116.394,39.897,5
116.394,39.939,2
116.394,39.975,21
116.394,40.229,2
116.395,39.63,2
116.395,39.812,3
116.395,39.815,5
116.395,39.821,1
116.395,39.83,1
116.395,39.894,4
116.395,39.899,2
116.395,39.906,5
116.396,39.623,1
116.396,39.906,128
116.396,39.967,14
116.396,39.987,1
116.396,40.001,15
116.397,39.615,1
116.397,40.228,1
116.398,39.855,7
116.398,39.899,1
116.398,39.923,12
116.398,39.975,2
116.399,39.871,3
116.399,39.927,3
116.399,39.931,3
116.399,39.939,4
116.399,40.001,14
116.399,40.192,14
116.4,39.886,10
116.4,39.902,5
116.4,39.909,24
116.4,39.918,5
116.4,39.923,3
116.4,39.997,1
116.401,39.955,2
116.401,39.958,8
116.401,39.963,4
116.401,39.97,5
116.401,39.971,18
116.401,39.992,48
116.401,39.996,15
116.401,40.0,2
116.401,40.174,1
116.402,39.943,3
116.402,39.952,2
116.402,40.126,16
116.403,39.899,4
116.403,39.923,10
116.403,40.136,6
116.403,40.153,12
116.404,39.887,3
116.404,39.918,4
116.405,39.83,1
116.405,39.917,9
116.405,39.982,7
116.405,40.001,18
116.405,40.048,2
116.405,40.113,26
116.405,40.145,8
116.406,39.906,3
116.406,39.914,7
116.406,39.923,6
116.406,40.065,2
116.406,40.083,12
116.406,40.102,39
116.407,39.907,128
116.407,39.923,2
116.407,39.997,12
116.407,40.052,11
116.407,40.055,7
116.407,40.058,3
116.407,40.075,1
116.407,40.206,8
116.407,40.209,1
116.408,39.664,4
116.408,39.899,13
116.408,39.932,21
116.408,40.04,7
116.408,40.08,1
116.409,39.837,1
116.409,39.899,3
116.409,39.982,10
116.409,39.987,1
116.409,40.217,1
116.41,39.615,1
116.41,39.899,2
116.41,39.907,121
116.41,39.917,2
116.41,39.935,11
116.41,39.941,10
116.41,39.945,11
116.41,40.006,6
116.41,40.015,1
116.41,40.035,7
116.411,39.856,10
116.411,39.908,7
116.411,39.912,5
116.411,39.948,5
116.411,39.994,5
116.411,40.0,3
116.411,40.003,18
116.411,40.015,4
116.411,40.026,4
116.411,40.062,1
116.412,39.893,14
116.412,39.895,2
116.412,39.899,3
116.412,39.901,2
116.412,39.923,27
116.412,39.963,2
116.413,39.888,5
116.413,39.982,12
116.413,40.008,2
116.414,39.87,1
116.414,39.88,7
116.414,39.883,3
116.415,39.858,3
116.415,39.865,8
116.415,39.874,3
116.415,39.901,13
116.415,39.997,4
116.415,40.061,2
116.416,39.982,7
116.417,39.948,29
116.417,39.986,1
116.417,39.99,1
116.418,39.823,1
116.418,39.923,38
116.418,39.963,7
116.418,39.967,8
116.418,39.97,1
116.418,39.973,3
116.418,39.98,16
116.418,39.986,134
116.418,39.995,1
116.418,40.0,3
116.418,40.066,2
116.419,39.864,1
116.419,39.907,5
116.419,39.927,1
116.419,39.936,6
116.419,39.951,6
116.419,39.955,11
116.419,39.987,6
116.42,39.908,3
116.42,39.912,8
116.42,39.917,2
116.42,39.919,5
116.42,39.924,13
116.42,39.992,1
116.421,39.575,1
116.421,39.857,1
116.421,39.905,1
116.421,40.003,1
116.422,39.616,2
116.422,39.839,3
116.422,39.843,2
116.422,39.847,8
116.422,39.853,5
116.422,39.864,3
116.422,39.907,47
116.422,40.065,2
116.423,39.899,8
116.423,39.903,1
116.423,39.907,3
116.424,39.882,3
116.424,39.975,2
116.424,39.982,1
116.424,39.986,4
116.424,39.988,4
116.424,40.223,1
116.425,39.837,1
116.425,39.858,2
116.425,39.903,3
116.425,39.968,5
116.425,39.992,1
116.425,40.068,1
116.426,39.882,2
116.426,39.923,41
116.427,39.777,1
116.427,39.864,2
116.427,39.879,5
116.427,39.904,2
116.428,39.903,28
116.429,39.857,10
116.429,39.88,3
116.429,39.902,3
116.429,39.992,1
116.43,39.903,12
116.431,39.988,19
116.431,40.032,1
116.431,40.034,1
116.432,39.816,4
116.432,39.866,17
116.432,39.923,8
116.433,39.88,9
116.433,39.883,9
116.433,39.895,1
116.433,39.966,1
116.433,39.975,1
116.433,40.031,3
116.435,39.813,5
116.435,39.907,55
116.435,40.227,6
116.436,39.907,41
116.437,39.892,8
116.437,39.922,17
116.438,39.857,5
116.438,39.874,25
116.438,39.892,46
116.438,39.907,12
116.439,39.856,1
116.439,39.883,61
116.439,39.962,1
116.44,39.841,1
116.44,39.846,1
116.441,39.907,1
116.441,39.984,4
116.442,39.892,1
116.442,39.907,67
116.442,40.021,4
116.442,40.026,1
116.442,40.227,40
116.443,39.883,29
116.443,39.921,21
116.444,39.883,19
116.444,39.909,7
116.444,39.912,3
116.444,39.917,9
116.444,39.919,11
116.444,39.923,1
116.444,39.931,2
116.444,39.975,2
116.445,39.912,11
116.445,39.982,1
116.446,39.824,1
116.446,39.922,38
116.447,39.883,43
116.447,39.892,1
116.447,39.922,40
