off_long,off_lat,pop_up
116.483,39.89,2
116.483,39.933,4
116.483,39.966,1
116.483,39.975,1
116.483,39.981,8
116.483,39.984,3
116.483,39.985,9
116.483,39.988,5
116.483,39.989,13
116.483,40.237,8
116.486,39.891,25
116.486,39.914,1
116.486,39.932,1
116.487,39.992,2
116.487,40.236,8
116.488,39.314,3
116.488,39.326,1
116.488,39.327,2
116.488,39.921,2
116.488,39.962,1
116.489,40.056,1
116.489,40.214,3
116.49,39.891,4
116.49,39.892,8
116.49,39.905,8
116.49,39.906,4
116.49,40.208,12
116.491,39.899,1
116.491,39.905,4
116.491,39.914,3
116.492,39.907,5
116.492,39.921,8
116.492,39.934,1
116.492,39.957,1
116.493,39.321,1
116.493,39.953,2
116.494,39.934,1
116.495,39.682,1
116.495,39.892,15
116.495,39.899,5
116.495,39.923,4
116.495,39.926,3
116.495,39.929,3
116.495,39.931,2
116.496,39.875,12
116.496,39.896,2
116.497,39.874,8
116.498,39.935,6
116.499,39.793,3
116.5,39.914,35
116.5,40.005,2
116.501,39.326,1
116.502,39.872,9
116.502,39.906,14
116.503,39.891,46
116.506,40.01,1
116.507,39.862,2
116.507,39.866,4
116.507,39.868,1
116.507,39.891,21
116.507,40.208,3
116.508,39.922,1
116.508,39.999,1
116.509,39.906,12
116.51,39.788,3
116.511,39.773,1
116.512,39.917,1
116.512,39.939,2
